text,system_response,emotion
우리 반에 따돌림 당하는 친구가 있는데 모른척 하려니까 미안하다. 방관자가 되어버려서 우울해.,따돌림의 방관자가 되어버렸다는 것에 미안함과 우울감을 느끼시는군요.,분노
다음부터는 실수 없이 더 잘해야지.,실수를 하지 않게 더 노력하려고 하시는군요.,분노
내가 뭘 위해 이렇게 노력한 건지 모르겠어. 후회스러워.,후회스러우신 이유가 있나요?,슬픔
아무렴. 앞으로는 더 열심히 노력할 테니까.,일이 모두 잘 되어서 살림이 더 나아졌으면 좋겠어요.,기쁨
그러게. 나도 나이가 드니 여기저기 안 아프던 곳도 아프고 자고 일어나면 개운하기보다는 온몸이 찌뿌둥하고 건강 하나만은 자신했는데 아픈 곳이 점점 늘어나니 겁도 나고 그렇네.,갑작스러운 건강 악화로 우울감을 느끼고 계시는군요.,슬픔
살기도 힘들고 그냥 다 없어져 버렸으면 좋겠어. 딱히 재밌는 것도 없어.,인생에 회의감을 느끼시는군요.,슬픔
그럴 땐 아들에게 더 잘 대해줘야겠지.,분명 생각하시는 정답이 맞으실 거예요.,기쁨
팀장님도 이번엔 크게 실망하셨어.,이번엔 실패했지만 다음엔 잘 될 거예요.,슬픔
응. 꾸지람을 들을 때마다 주눅 들고 우울해.,이 상황을 변화시키기 위해서 어떤 일을 시도해 볼 수 있을까요?,슬픔
이 상황에 대해서 엄마랑 많은 대화를 해야겠어.,많은 대화를 통해 지금 상황을 잘 해결했으면 좋겠어요.,슬픔
나는 중요한 일을 어제 마무리 지어서 올해는 편하게 직장생활 할 수 있을 거 같아. 마음이 편안해.,중요한 일이 끝나셨군요. 어떤 일인지 구체적으로 알 수 있을까요?,기쁨
죽음은 언제 생각해도 두렵고 무섭기만 해.,죽음에 대한 두려움을 느끼고 계시군요.,기쁨
회사 일로 바쁘다고 가정에 소홀했더니 가족끼리 관계가 멀어진 것 같아.,가족들에 대해서 많이 신경 쓰이겠어요. 대화는 얼마나 하세요?,슬픔
친구랑 사이가 안 좋아졌는데 어떻게 하지?,친구와 사이가 안좋아지셨군요.,슬픔
이미 일어난 일이니까 경찰에 신고부터 하고 기다려봐야겠어.,경찰에 신고를 통해 상황이 잘 해결되기를 바랄게요.,분노
좀 우울한 일이 있어. 친구가 취업에 성공해서 축하해주긴 해야 하는데.,친구가 취업에 성공했는데 어떤 일 때문에 우울하신가요?,슬픔
사장님이 이번 주말에 속리산 산행을 요구했어. 그날은 내 생일이어서 쉬고 싶은데 말이야.,심지어 생일날인데도 쉬지 못하고 등산을 해야 한다니  피곤하시겠어요.,분노
학창 시절 이야기를 하려고 너무 재밌을 것 같아.,즐거운 시간 보내시길 바라요.,기쁨
앞으로도 관리가 중요하다고 하시더라고? 나는 자신 있어!,앞으로 어떤 관리를 하면 좋을까요?,기쁨
남들은 내팽겨쳐 놓은 자식도 잘만 크던데 내가 뭘 잘못 했길래 저렇게 앞가림을 못하게 된 건가 싶네.,자제분들이 제 몫을 못하는 이유가 본인에게 있다고 자책하시네요.,분노
계약직에서 벗어나려고 지금까지 정말 열심히 고생했는데 정규직이 되지 못하고 있어.,이럴 때 어떻게 해야 기분이 나아지실까요?,슬픔
그나마 책을 읽으면 우울함이 나아질 것 같아.,책을 읽으며 우울함을 털어버리길 바라요.,슬픔
여름 내내 그렇게 바쁘더니 이제야 여유가 생겨서 너무 편해.,바쁜 게 해소되어 편하시다니 다행이에요. 자세히 말씀해 주시겠어요?,기쁨
날씨도 좋던데 남편과 함께 산책이나 다녀오려고.,산책을 하면서 지금 기분을 즐기려고 하시는군요.,기쁨
내가 다니는 직장은 상사고 부하고 다들 일을 잘 못해.,주변 사람들이 일을 잘 못해서 고민이시군요?,슬픔
응. 천재는 노력으로 이길 수 없다는 말이 정말인 것 같아.,이 상황을 변화시키기 위해서는 무엇을 할 수 있을까요?,분노
일만 제대로 하면 좋으련만 접대까지 하려니 가족들에게도 미안한 마음이야.,어떻게 하면 이 상황이 나아질까요?,슬픔
정신적으로 장애가 있어서 안 그래도 먹고 살기가 힘이 든 데 건강 문제로 직장에서 그만 나오라고 하네.,직장에서 병환을 이유로 퇴직하라고 해서 어찌할 바를 모르시는군요.,분노
꼼꼼하게 날 챙겨주는 것이 너무 기쁘고 감사해. 앞으로 언니에게 더 잘해주어야겠어.,언니에게 어떤 걸 해주고 싶으신가요?,기쁨
사십 후반이 되니까 돈을 모으기보다는 쓸 일이 많아지거든. 그래서 심란해.,재정적으로 힘드니 마음이 무거우시겠어요.,슬픔
건강이 안 좋아져서 일상생활에 제약이 많이 생긴 나를 볼 때마다 내가 싫어.,건강이 쇠약해진 것을 볼 때마다 싫다고 느끼시는군요.,분노
남편부터 자식까지 매일매일 뒷바라지하느라 내 삶은 없어. 혼자 있을 때마다 슬퍼.,가정생활 스트레스가 많이 커서 힘드시겠어요.,슬픔
이제 어떤 일을 해서도 더는 소득을 낼 수가 없네.,네 그러시군요.,슬픔
축구 때문에 친구들이 따돌리는데 부모님은 신경도 안 쓰시고 다 내가 부족해서 그런 거 같아.,따돌림으로 인해 스스로 부족함을 느끼고 있군요.,분노
다시 연락해서 붙잡고 싶어. 전화를 받지 않을까 봐 걱정이야.,받을 수도 있지 않을까요? 너무 슬퍼하지 마시고 잘 연락되었으면 좋겠네요.,슬픔
이 개념만 확실히 이해하면 모의고사에서 안전하게 일 등급 받을 수 있을 것 같아!,그 개념만 확실히 공부해서 일 등급을 받을 수 있을 것 같다니 정말 기쁘시겠어요.,기쁨
내가 동네 아줌마들한테 이미 다 소문 냈어! 아주 으쓱해.,내가 동네 아줌마들한테 이미 다 소문 냈고 아주 으쓱하군요.,기쁨
그러다 보니깐 생각과 다른 말로 상처를 주는 거 같아. 그게 걱정이야.,말로 상처를 주는 거 같아서 걱정이시군요. 혹시 좋은 방법이 없을까요?,슬픔
옆집 할머니나 나나 나이가 있어서 항상 건강을 신경 쓸 수밖에 없어.,어머니와 진심을 전하면서 오래오래 행복하길 바라요.,기쁨
아빠가 들어주실지 모르겠지만 일단 말씀은 드려봐야겠어.,아빠에게 부탁하면 들어주실 거예요.,분노
마누라도 죽고 혼자 남아서 자식들에게 짐만 되는 삶을 산다.,부인이 돌아가시고 힘든 시간을 보내고 계시는 것 같아요.,분노
갱년기 우울증인가?,쉽게 판단하는 건 위험할 것 같아요. 다른 사람의 도움을 받아보는 건 어떨까요?,분노
경제가 점점 나빠져서 이제 어떻게 생활해야 할지 걱정 때문에 눈물이 나.,걱정 때문에 눈물이 나시는군요. 이 상황을 변화시키기 위해 무엇을 할 수 있을까요?,슬픔
몸 상태 때문에 내 꿈이었던 에베레스트산 등반을 못 할 것 같아 슬퍼.,많이 아쉬워하고 계신 것 같아요.,슬픔
회사 창립 기념일에 내가 좋아하는 마마무가 축하 공연을 와서 너무 신나!,좋아하는 마마무가 축하공연을 와서 기분이 좋으시군요.,기쁨
그 말이 상처가 될 줄 몰랐어. 오해를 풀어야 하는데 정말 울고 싶어.,오해로 생긴 일들이 있었을 때 어떠한 방법으로 해결하셨나요?,슬픔
내 가족과 함께 행복하게 살고 싶어. 하지만 가정생활을 통해 스트레스를 받아 슬퍼.,가족과 행복하게 살고 싶으나 가정생활을 통해 스트레스를 받았군요. 슬프시겠어요.,슬픔
동기가 승진을 했어! 내 일처럼 기쁘고 뿌듯하다.,동기의 승진으로 기분이 좋으시군요.,기쁨
나는 정말 문제가 많나 봐.,무슨 일때문에 문제가 많다고 여기시나요?,분노
뭐 벌어놓은 것도 없어서 취미생활을 즐길만하지 못하네그려. 그러고 보면 한평생이 참 허무하고 서글프네.,너무 상심하지 마세요.,슬픔
아내는 내가 매일 회식 때문에 늦어도 그걸 이해해 줬어.,아내분께 정말 감사하시겠어요.,기쁨
우리 부서는 다들 사이도 좋고 크게 싸울 일이 없는 것 같아서 너무 좋아.,사이 좋은 팀원들과 함께하시는군요. 기분이 좋으시겠어요.,기쁨
직장에서 드디어 승진하게 되었어. 사회 초년생부터 다니다가 결혼 준비로 돈 나갈 때가 많아졌는데 승진을 해서 행복하고 안도 돼.,승진해서 안심되는군요. 어떻게 하다 승진하셨는지 자세히 말씀해주시겠어요?,기쁨
학교에서 왕따를 당하고 있었는데 날 괴롭힌 자식이 수업시간에 숙제를 안해서 선생님에게 맞았는데 너무나 고소했어.,속이 다 시원했겠어요.,기쁨
고등학교를 중퇴했더니 다른 사람들에 비해 친구가 많이 없는 거 같아서 너무 슬퍼.,친구가 많이 없다는 생각에 아주 슬프시겠어요.,슬픔
손녀의 병 치료가 오래 걸리겠지만 잘 이겨내고 완치했으면 좋겠어.,이 상황에서 손녀의 완치를 위해서 무엇을 할 수 있을까요?,기쁨
비상근무로 벌써 한 달째 야근을 하고 있어. 너무 힘들고 서러워서 눈물이 날 정도야.,한 달이나 야근을 연속으로 하셔서 많이 힘드실 것 같아요.,슬픔
잔소리는 듣기 싫지만 그래도 마누라 말은 들어야지.,와이프의 잔소리를 듣기 싫어하시면서도 들으려고 하시는군요.,분노
내가 바라는 대학에 갈 수 있다니. 이 행복한 소식을 알려야겠어.,진짜 좋겠어요. 앞으로 원하는 일을하실 수 있습니다.,기쁨
자식들은 각자 먹고살기 바쁘지. 이렇게 극단적으로 생각하는 내 자신이 정말 싫어.,어떻게 하면 부정적인 마음이 바뀔 수 있을까요?,분노
중세 시대도 아닌데 성전환을 정신질환으로 몰아가는 상황에 눈물만 흘러.,이런 비슷한 일이 생겼을 때는 어떻게 대처하셨어요?,슬픔
그래도 이전에 들어놓은 보험 때문에 돈 걱정은 없어.,돈 걱정 없이 치료만 받으실 수 있어서 다행이에요.,기쁨
나의 이 문제에 대해서 같이 고민해 줄 사람이 있을까 싶어.,주변 가족들과 함께 이야기해서 생각해보는 것은 어떨까요?,분노
응 완전 다행이지. 아들이 옮기고 가족한테까지 영향이 있으면 다들 힘들었을 거야.,가족한테까지 영향이 없어서 다행이에요.,기쁨
영양제를 잘 챙겨 먹고 건강에 무리가 되지 않은 선에서 하나하나 하고 싶은 것을 시작해야겠어.,건강에 무리 되지 않는 선에서 시작하려고 하시는군요.,분노
노인정 실내에서 담배 좀 안 피웠으면 해.,실내 흡연 때문에 힘드시군요.,분노
신발을 보니 영업하느라 얼마나 고생했는지 알 수 있었거든.,남편이 지금까지 일하면서 많이 고생했던 것 같아 마음이 아팠군요.,슬픔
자식들을 불러서 얘기해야겠어.,자식들과 대화로 잘 풀었으면 좋겠어요.,분노
나 자신을 진심으로 걱정해주는 친구랑 대화하고 싶어.,주위에서 지금의 감정을 나눌 수 있는 사람이 있으면 좋겠어요.,분노
그러니까. 참 안타까운 일이야.,이웃 어르신들에게 안타까움을 느끼고 계시는군요.,슬픔
일단 한 번 전화해봐야겠어. 꼭 직접 만나서 말해주고 싶거든.,친구 분들이랑 만나실 수 있길 바랄게요.,기쁨
내가 가방끈이 짧아 하루 벌어 하루 먹기에도 바빴는데 이렇게 나이 먹고 보니 앞으로가 깜깜하네.,앞으로가 깜깜하다고 생각하는군요.,분노
딸을 위해서라도 난 더 이상 딸에게 돈을 안 줄 거야.,따님에게 사용자님의 의도가 잘 전달되길 바랄게요.,분노
난 인생에 명확한 목표가 없어. 그래서 항상 불안하고 앞으로 어떻게 살아가야 할지 걱정돼.,미래가 걱정되어 불안한 마음을 갖고 계시는군요.,분노
여자친구가 토익 점수가 높아서 취직하기 쉬울 것 같아.,여자친구 정말 멋지네요! 같이 좋은 곳 취직하면 좋겠네요.,기쁨
형편이 어려울 때 내가 많이 도와줬었는데 고마운 줄 모르고 변해버려서 속상해.,어떻게 하면 속상한 기분을 덜 수가 있을까요?,슬픔
나같이 아내를 잃은 남편들과 이야기하면 좋을 것 같아.,비슷한 상황의 사람들과 대화를 통해 상처가 나아지길 바라요.,슬픔
아빠랑 대화를 통해서 정확히 내가 어떤 부분에 화가 났는지 얘기해야겠어.,아버님과 대화를 통해 앞으로 어떤 점이 달라지길 원하나요?,분노
그냥 친구가 대인관계에 많이 낙담했는지 요즘 자꾸만 사람들을 기피하는 모습을 보여. 그걸 보고 있으니 내 마음도 좋지 않아.,친구의 대인 기피로 마음이 좋지 않으시군요.,슬픔
남편이 비상금을 나 몰래 만들어놨어.,그렇다니 배신감도 들면서 분노의 감정이 느껴지시겠네요.,분노
감사하게도 담임선생님이 나에 대해서 꼼꼼하게 적어 주셨더라고.,담임 선생님이 생활기록부에 자신에 대해 꼼꼼하게 적은 것을 보고 감사하시는군요.,기쁨
내가 준 카드를 너무 막 쓰는 모습에 당황스러워.,여자친구분의 소비방식에 화가 나시겠어요. 이 상황을 변화시키기 위해 무엇을 할 수 있을까요?,분노
평상시 부모님에게 내가 먼저 무관심의 태도로 대했던 것이 문제라고 생각해.,나의 태도가 부모님의 무관심을 만들었다고 생각하는군요. 앞으로 어떻게 해야 할까요?,분노
요즘 자꾸 주변에서 결혼에 대해 물어봐서 성가셔.,주변 사람들이 결혼에 대해 질문해서 귀찮으셨군요.,분노
미리 좀 도와주시지 이제 와서 챙겨 주니까 괜히 원망스러운 거 있지?,미리 안 도와주고 이제 와서 챙겨 주니까 기분이 나쁘셨군요.,분노
